ID,SalePrice
1461,120215.887194431
1462,158383.978629794
1463,170724.644761571
1464,200408.325649394
1465,200260.784538849
1466,167265.219333863
1467,181616.440862951
1468,170364.289057165
1469,193849.025895619
1470,124467.38775849
1471,192833.636292541
1472,89575.5931646883
1473,88808.015113919
1474,156340.358967571
1475,123563.971581283
1476,332505.17046523
1477,258786.774127429
1478,252960.835829818
1479,270920.862240324
1480,494496.324342422
1481,312693.500516422
1482,208438.326712282
1483,167864.629852218
1484,160300.428968517
1485,190171.318759238
1486,194342.507665974
1487,306062.844082668
1488,234417.021388447
1489,194116.191918438
1490,254237.650922566
1491,206570.858621311
1492,81863.1097567986
1493,181060.298757643
1494,296267.271996106
1495,304772.963491543
1496,230635.433428861
1497,175095.539627096
1498,183378.024745914
1499,162995.567657397
1500,155743.625822947
1501,168357.239033212
1502,145838.092438656
1503,302319.898904351
1504,257052.382177349
1505,244571.155789094
1506,189257.785934497
1507,247168.598732894
1508,199421.08748214
1509,154788.124822225
1510,153459.896094625
1511,157036.906491038
1512,156791.79543681
1513,138091.886336045
1514,172431.61458363
1515,185957.57301184
1516,156192.603674578
1517,172431.61458363
1518,133444.227772635
1519,224971.460626235
1520,141318.21028672
1521,133663.310741514
1522,181616.440862951
1523,118457.101324974
1524,122019.520164004
1525,126038.302280126
1526,132681.548668655
1527,100617.648161597
1528,133408.14148782
1529,155338.952246017
1530,172508.766010114
1531,124538.549483831
1532,88808.015113919
1533,151944.178647003
1534,125158.914675378
1535,147387.982448221
1536,99506.7680835212
1537,52793.4991065717
1538,167525.106872648
1539,183920.22553849
1540,83754.3325082717
1541,138943.226497689
1542,145749.654216142
1543,213236.639097882
1544,81610.0801742866
1545,115668.881910768
1546,138460.610698701
1547,141986.140822655
1548,141986.140822655
1549,111463.619453758
1550,133915.245975018
1551,103305.292863449
1552,141179.801082145
1553,148947.535024797
1554,102884.851290365
1555,170364.289057165
1556,87728.5754674025
1557,100927.267221539
1558,116033.894484309
1559,61086.6621587475
1560,137007.198049357
1561,134606.162444893
1562,126146.290578129
1563,117422.609595124
1564,154443.350227818
1565,151669.285874928
1566,237423.986117549
1567,71888.2426600356
1568,259131.147500697
1569,133739.117829597
1570,129583.249275516
1571,119226.377148026
1572,142648.570173694
1573,249325.597393763
1574,95109.7913097177
1575,236274.470050434
1576,244548.01832908
1577,170487.433721277
1578,134962.564419869
1579,156317.609020841
1580,187522.731934497
1581,155175.430558548
1582,142309.465655091
1583,321438.392947506
1584,200382.74661888
1585,141959.356718205
1586,70902.1265565982
1587,104658.787785845
1588,150399.045485322
1589,88521.0162203315
1590,134834.861583009
1591,92970.9905199487
1592,115179.930870234
1593,130535.687005844
1594,130685.777064846
1595,118740.539824415
1596,247863.03606272
1597,182448.126490659
1598,213536.019955707
1599,162094.42154913
1600,165149.782762436
1601,52793.4991065717
1602,124848.20955919
1603,54378.3415565413
1604,296859.81685049
1605,237675.425297917
1606,172085.853617376
1607,177933.690926289
1608,211823.841227417
1609,173856.439752606
1610,149216.630977985
1611,133315.319909449
1612,168730.94553816
1613,148621.764362919
1614,122019.520164004
1615,88324.163212074
1616,71888.2426600356
1617,102125.63924333
1618,131279.028507628
1619,141986.140822655
1620,163629.506149184
1621,130036.749860898
1622,150560.043867947
1623,271260.850033264
1624,202422.973351658
1625,117058.693962261
1626,172854.883714013
1627,184423.595381416
1628,276069.834159878
1629,157383.686511516
1630,413775.712714631
1631,232227.223431667
