ID,SalePrice
1461,124164.222919705
1462,163138.433548461
1463,184820.569357568
1464,190825.076638214
1465,192353.844106136
1466,172862.332640075
1467,169034.675038185
1468,165574.243670527
1469,182594.180943873
1470,123286.18231976
1471,200544.437236924
1472,93224.759342508
1473,96467.6111566037
1474,152736.106600797
1475,125345.172903805
1476,389648.09690946
1477,259128.970029913
1478,290826.595756374
1479,278291.679347706
1480,498378.905463288
1481,338130.614513208
1482,207239.913721249
1483,169810.945265134
1484,166679.46028904
1485,176088.783101751
1486,191909.799541739
1487,358362.875455099
1488,239376.234771003
1489,208174.799418334
1490,217129.240641554
1491,192878.437163971
1492,92638.137263784
1493,187644.058802551
1494,301769.451554022
1495,302570.225016334
1496,239753.938029515
1497,186264.991344984
1498,161101.035687954
1499,159114.573281405
1500,150063.742673016
1501,179083.168751734
1502,148274.619889203
1503,288615.099015097
1504,243861.545698429
1505,226603.354924766
1506,188666.072517086
1507,241437.826648609
1508,202263.109968392
1509,170566.346255495
1510,146347.018427853
1511,145899.522118598
1512,172732.574286018
1513,136588.122101294
1514,160176.57987286
1515,203944.88542104
1516,157198.592745804
1517,161125.589050864
1518,139263.532646371
1519,217522.576837328
1520,136064.331307601
1521,139001.447315266
1522,169160.78435262
1523,112210.785936001
1524,123232.391362916
1525,125774.599107038
1526,122922.774782696
1527,103800.40597043
1528,132473.567895765
1529,150597.585136959
1530,169637.13742148
1531,106521.205182011
1532,96004.3313891341
1533,142547.551775574
1534,122948.802430639
1535,153016.499769308
1536,109933.737556778
1537,74586.4907920669
1538,164514.727368558
1539,187758.121844499
1540,90629.7532156956
1541,144858.467735217
1542,138603.559813243
1543,226055.539225914
1544,82890.1218977479
1545,106800.142975708
1546,126852.446555984
1547,133720.132582267
1548,134746.892762782
1549,113866.589569256
1550,140131.503032734
1551,118275.367959774
1552,128568.19572928
1553,157044.523416281
1554,116360.070880637
1555,169255.993032482
1556,82133.4097471884
1557,95198.1808195487
1558,88079.2566303496
1559,79186.3405857843
1560,132831.231493269
1561,133539.524232285
1562,127322.123490782
1563,120722.131753871
1564,154134.350580633
1565,146052.49102132
1566,245636.447821821
1567,75013.9492221058
1568,232731.285135193
1569,129915.98586559
1570,138314.696377156
1571,123582.334696306
1572,148549.882729861
1573,251686.377608734
1574,100840.98273891
1575,224906.215829507
1576,227775.817779537
1577,199442.328645992
1578,141882.461612752
1579,144723.586866267
1580,195358.658601773
1581,148928.50775538
1582,128970.70129722
1583,331478.630417134
1584,225780.750138995
1585,144666.871712119
1586,68754.6405410264
1587,101032.639921584
1588,155358.775785679
1589,99086.485467387
1590,133533.767947951
1591,96485.4055273126
1592,105454.347945733
1593,126992.857381015
1594,121183.741476057
1595,107133.27425749
1596,240599.778367339
1597,187360.026194755
1598,205867.557080454
1599,182451.723368207
1600,175530.187711016
1601,67567.3531855304
1602,113121.076701482
1603,81432.8590920835
1604,258135.802235807
1605,241826.439422236
1606,167186.163215782
1607,171700.824226059
1608,210037.971354625
1609,194294.832072179
1610,148585.786033436
1611,135251.138947489
1612,165720.21206256
1613,154014.390629035
1614,122592.796121792
1615,84634.720031428
1616,75472.4556806716
1617,89352.2128550061
1618,123780.306385983
1619,135029.412531257
1620,148672.165184386
1621,134202.693960988
1622,142400.75255379
1623,276701.870337311
1624,211648.144428442
1625,125522.144342389
1626,161808.987482273
1627,187771.157941624
1628,274446.875244331
1629,181978.742997676
1630,346702.029356703
1631,214565.175819777
1632,238788.795750058
1633,168932.050870722
1634,186188.55202937
1635,180095.822054584
1636,151222.571319782
1637,191251.362745052
1638,198322.935943466
1639,178523.99563689
1640,260703.127902835
1641,183467.326717475
1642,220845.523231375
1643,230020.354488868
1644,233209.725098344
1645,189550.500781089
1646,158711.262990163
1647,161751.500289321
1648,134450.038173635
1649,135521.2221941
1650,113389.761599995
1651,123456.52616331
1652,95062.0946586271
1653,93886.0189324896
1654,154235.986967503
1655,156512.185581481
1656,143740.757891014
1657,150878.196394323
1658,149020.145445569
1659,133280.279344033
1660,150993.380808592
1661,453629.185078012
1662,409886.558323501
1663,392852.562667701
1664,266286.768632926
1665,300643.532677952
1666,326188.793690069
1667,362946.956469441
1668,322166.661633859
1669,285188.534412386
1670,356119.01410287
1671,253024.524821967
1672,436233.412170811
1673,295884.087619826
1674,248684.726624905
1675,181131.2675549
1676,180797.356054027
1677,216879.531826801
1678,427015.145367539
1679,383452.283371285
1680,347417.813126534
1681,247250.141518315
1682,313756.087599284
1683,171126.574012519
1684,172489.96343095
1685,174690.484025446
1686,170286.108524271
1687,163591.992865476
1688,190233.993746854
1689,194392.544128728
1690,196237.438906134
1691,179527.254820822
1692,272766.162345762
1693,162614.654056659
1694,179645.772271979
1695,166086.551602672
1696,291219.539913635
1697,166717.010604178
1698,367111.120024473
1699,316268.06515912
1700,244376.430232541
1701,273259.087278324
1702,247983.802170613
1703,255150.316270187
1704,287575.007277138
1705,232975.159192395
1706,408984.262948829
1707,220132.563094043
1708,201297.403024149
1709,281283.960148729
1710,223064.863466817
1711,260491.234823851
1712,281122.571062581
1713,269151.458034811
1714,221774.686761219
1715,207698.431923845
1716,187767.2899942
1717,180507.814475349
1718,136086.262854916
1719,199911.656719688
1720,246891.283265007
1721,172390.732563078
1722,127413.589197326
1723,152347.801477413
1724,204048.462423816
1725,234044.218043433
1726,183612.853655328
1727,155049.098983743
1728,178620.999060188
1729,155917.224143469
1730,153453.800971289
1731,121046.220998982
1732,133257.630813132
1733,116171.59592018
1734,117401.837535923
1735,136827.622274842
1736,116445.260861337
1737,339145.132642367
1738,210500.753018495
1739,249521.664773317
1740,216252.741315394
1741,191646.686924208
1742,169644.579443314
1743,173462.456184248
1744,307301.265404768
1745,216488.555882524
1746,187266.27765876
1747,218755.177366946
1748,222655.644737717
1749,150765.716663203
1750,130090.328801767
1751,233236.637907649
1752,120831.693619363
1753,142986.758042828
1754,202246.058849874
1755,167881.176996168
1756,123404.214361281
1757,119474.164469693
1758,140325.550016948
1759,160089.104418053
1760,164334.429029792
1761,138729.693897349
1762,172783.121327081
1763,178112.01269304
1764,119395.73086964
1765,147018.762594427
1766,173822.701035763
1767,205712.709747879
1768,149160.168639561
1769,175686.441029323
1770,149202.793180821
1771,130875.612519788
1772,135602.023811596
1773,126029.701017733
1774,139431.642484753
1775,140530.747831601
1776,125915.69017926
1777,110035.187458164
1778,142435.930365652
1779,114325.184934426
1780,177175.994346534
1781,133845.575349966
1782,92600.8091049876
1783,139810.971960306
1784,106405.336600288
1785,123351.807086511
1786,160996.472290866
1787,172803.752987071
1788,60416.4241518056
1789,106325.037728523
1790,80888.6176553374
1791,184960.219680956
1792,149237.573356055
1793,129401.638553037
1794,151572.82041249
1795,136044.686757247
1796,126830.575822755
1797,118702.940743753
1798,128915.807122444
1799,113274.415586252
1800,128055.325202318
1801,124385.520991374
1802,137946.004175893
1803,148078.703255524
1804,144403.018039284
1805,139788.973401837
1806,116499.133446264
1807,126937.667083493
1808,121951.519321401
1809,122376.9749857
1810,150010.342445572
1811,96576.0660482629
1812,99581.6554293751
1813,122051.208442226
1814,98984.9152824428
1815,58436.2812644933
1816,99565.6258813915
1817,115748.92417753
1818,134136.362097285
1819,125726.053139762
1820,58213.6965458412
1821,109527.765199282
1822,152821.196583996
1823,47348.5762139186
1824,131308.957485442
1825,132796.526067455
1826,101695.071962469
1827,101937.395808279
1828,137437.32075266
1829,110916.679508199
1830,136753.837064781
1831,150833.453359776
1832,83210.2790889275
1833,131678.545456565
1834,121265.153750418
1835,127721.288342558
1836,116009.444952403
1837,89282.3307420781
1838,122836.688336209
1839,87385.8431029999
1840,161293.998672614
1841,144457.012177299
1842,78513.5920147148
1843,130631.754387573
1844,141756.110730624
1845,141481.427544879
1846,154595.780783116
1847,158722.221818656
1848,60642.4108262481
1849,107794.268409598
1850,121173.502337936
1851,156748.4972414
1852,132133.29842681
1853,135034.537874973
1854,171695.060406585
1855,141341.549251834
1856,224368.408603679
1857,154010.454281339
1858,138369.079595629
1859,121561.876812937
1860,152297.626182269
1861,121047.537017869
1862,309534.889134337
1863,300254.766669385
1864,300301.043783288
1865,331296.719600421
1866,328167.758987524
1867,242250.052313081
1868,306070.280186353
1869,201461.914383032
1870,231593.205374151
1871,254003.743992333
1872,169833.716299634
1873,229970.476192356
1874,142389.779941117
1875,199054.310055512
1876,188023.534489461
1877,212478.501584196
1878,197714.134221552
1879,134838.702728515
1880,133588.233347393
1881,235639.639503809
1882,253091.278296932
1883,191313.678161396
1884,204380.675673843
1885,255769.175627547
1886,311189.621557293
1887,202836.31456439
1888,277556.801691815
1889,159879.43747177
1890,121965.778901025
1891,138071.06583207
1892,101964.192067441
1893,129098.607761163
1894,130226.970999807
1895,142742.902374926
1896,125999.60847337
1897,111974.001216108
1898,106691.581608543
1899,153285.858572123
1900,141886.981059213
1901,166542.621107728
1902,139915.118766616
1903,212718.477254972
1904,139555.628721156
1905,194440.491411367
1906,137688.972013039
1907,199264.41516252
1908,111913.319545536
1909,138037.360946156
1910,123883.900586158
1911,205528.183525364
1912,333365.993497321
1913,153816.170836883
1914,57433.9432771372
1915,294859.640221949
1916,66411.2076976065
1917,277813.361308495
1918,139815.852109651
1919,163429.755945906
1920,141179.161004611
1921,436983.318017622
1922,320624.868851892
1923,213932.872921193
1924,224184.89285128
1925,198044.835745501
1926,394650.660018428
1927,138545.490503185
1928,146836.435830548
1929,122904.722804318
1930,130211.323360985
1931,139595.109265024
1932,135797.750192824
1933,181252.053902441
1934,178802.715628261
1935,171625.516840443
1936,187762.777489575
1937,181855.321821441
1938,166193.850279512
1939,243479.229028726
1940,185567.263929912
1941,170641.90493606
1942,182801.451078051
1943,206422.705294267
1944,355856.379021418
1945,385450.112151817
1946,134636.474610533
1947,301236.933530119
1948,172096.500688348
1949,238800.865622937
1950,181360.432672038
1951,276253.735656852
1952,225275.395364884
1953,166356.324402069
1954,180026.378244696
1955,131138.334033425
1956,293613.411292547
1957,147248.042651605
1958,320549.779881608
1959,140266.679005711
1960,116583.691421547
1961,119812.018778669
1962,96967.5586153694
1963,100602.301418796
1964,109348.896825661
1965,150136.633453903
1966,146446.089644799
1967,282577.011415104
1968,436935.562140714
1969,413450.310293595
1970,448671.875707009
1971,445856.175047748
1972,388209.033640975
1973,260168.333885127
1974,327476.644846294
1975,287555.426218761
1976,271821.186182709
1977,363950.39937604
1978,383394.289394974
1979,330899.492670223
1980,195216.295525318
1981,355385.845605963
1982,221880.505186972
1983,209324.04505601
1984,166872.452629496
1985,223505.824552038
1986,222294.531934054
1987,178283.247706976
1988,177805.506301322
1989,190642.268399987
1990,214593.620753972
1991,238626.071463278
1992,208543.879383172
1993,170337.531633733
1994,228564.097588704
1995,184810.769584523
1996,259572.494784638
1997,312518.498692735
1998,342928.926794518
1999,257064.790697925
2000,307998.674120938
2001,257889.593580892
2002,243762.771905741
2003,263391.874440151
2004,252411.632383176
2005,227715.220094287
2006,231400.734901109
2007,251192.645302504
2008,219593.270081478
2009,190776.965624687
2010,196577.930790271
2011,139307.261552572
2012,178111.605025173
2013,184303.373198289
2014,184732.390103892
2015,207229.597152463
2016,191498.993018795
2017,197063.896209255
2018,121710.197102724
2019,134186.901341844
2020,108971.165987703
2021,114875.536557099
2022,172163.214001975
2023,138947.584124728
2024,236154.280272819
2025,352486.655813621
2026,177793.46727453
2027,152090.388940313
2028,149128.990440827
2029,166439.986084958
2030,271601.137321064
2031,235026.401823183
2032,255190.031021864
2033,268014.75381293
2034,160538.411575961
2035,206555.905021865
2036,196865.686174573
2037,198392.588210394
2038,261048.251280656
2039,230955.034171532
2040,296346.091159836
2041,290483.377714995
2042,201761.321494157
2043,171345.074951
2044,164934.45239844
2045,215646.805314201
2046,142827.46488393
2047,146095.230667266
2048,139139.513988037
2049,137643.677035343
2050,191485.478977412
2051,109071.498765984
2052,132307.790448979
2053,149810.760827097
2054,76139.9982218362
2055,147589.452291683
2056,141614.718354799
2057,120158.987258709
2058,227830.738854671
2059,134800.053164408
2060,171419.768843067
2061,182651.654977638
2062,135500.182894011
2063,114420.014877188
2064,140570.155682387
2065,118549.805453676
2066,163730.217611974
2067,114166.656374855
2068,149313.053149222
2069,85509.0375017297
2070,112249.595740338
2071,90139.6468675584
2072,128975.645871364
2073,139754.769187173
2074,186498.054787595
2075,145529.208382318
2076,121876.015545384
2077,154775.785657905
2078,129120.032241248
2079,132786.774715073
2080,116489.334557454
2081,126816.521512395
2082,125500.55084087
2083,148233.645904256
2084,113697.050837304
2085,124100.651319481
2086,111568.197616688
2087,121791.87013094
2088,101426.25589429
2089,79104.3393040228
2090,133102.499154217
2091,122836.29003655
2092,125869.418497192
2093,117610.32038538
2094,120799.47819843
2095,145642.337136434
2096,82455.1892826093
2097,97874.9581266599
2098,139647.012683318
2099,53936.8290797434
2100,83253.9207107808
2101,126141.409088471
2102,123461.636110057
2103,105233.245475819
2104,135139.508535916
2105,130101.048438579
2106,69799.0314965431
2107,214373.771995771
2108,115039.898587152
2109,111542.579275033
2110,121423.996707701
2111,143174.053488757
2112,136704.729871596
2113,120589.22917757
2114,110341.656634741
2115,161403.865622747
2116,117444.481196845
2117,149834.908078196
2118,124248.253654225
2119,104622.033396327
2120,115517.253785612
2121,79918.4772053286
2122,97101.3347264859
2123,85911.0197366092
2124,160790.094516144
2125,132696.184700813
2126,152152.974507759
2127,147980.729133201
2128,127451.652446671
2129,102579.969003066
2130,142253.616115346
2131,149150.723460562
2132,116693.526036442
2133,121051.300449085
2134,119895.688201956
2135,96822.9409598364
2136,75006.7097406207
2137,110908.492489277
2138,134137.897186354
2139,148462.583520398
2140,146206.094378429
2141,141380.159743469
2142,129138.602999937
2143,138078.966605091
2144,119916.957773277
2145,141789.452533593
2146,155844.350788724
2147,135684.892232299
2148,134003.566675468
2149,145134.779766104
2150,231175.528349813
2151,114143.336926005
2152,162068.442841995
2153,164897.901159687
2154,110101.612699878
2155,131187.093126676
