ID,SalePrice
1461,124943.857159771
1462,150925.355657546
1463,170814.960829442
1464,195509.767636274
1465,196097.760403717
1466,157845.867244317
1467,180924.472423707
1468,169726.312499028
1469,200431.020367546
1470,129880.613765501
1471,197761.892184792
1472,90501.8660561406
1473,87504.5609516232
1474,157117.567231109
1475,122872.559261326
1476,334506.260984046
1477,259357.075718848
1478,241635.271542157
1479,269987.272315418
1480,499274.047607462
1481,319355.6510699
1482,210332.906724554
1483,171048.1316513
1484,160936.204210927
1485,186616.163002607
1486,199757.799452879
1487,322749.877380923
1488,248113.004668079
1489,198883.370677687
1490,254794.588726973
1491,209102.043285139
1492,82456.8594969443
1493,180440.968643967
1494,305178.914423824
1495,306123.581270406
1496,237777.260137914
1497,162740.890981107
1498,186508.453171522
1499,167597.598174738
1500,150469.167987125
1501,168866.483736882
1502,142633.955532245
1503,285643.997827328
1504,253035.098718683
1505,250935.084933025
1506,191534.222382025
1507,225867.338977996
1508,196804.743879049
1509,154292.276112584
1510,151703.444915766
1511,158644.751274253
1512,157935.448526648
1513,139999.195854815
1514,175249.939903822
1515,183129.548288519
1516,158161.176509521
1517,168122.40794295
1518,135781.00602665
1519,230822.866867874
1520,141838.737341786
1521,140179.673799877
1522,180924.472423707
1523,117664.414720802
1524,123620.996440779
1525,127331.770650308
1526,131501.642821022
1527,102109.026706422
1528,129093.204632642
1529,154495.985923308
1530,173836.751410728
1531,119011.458548614
1532,88608.945048835
1533,152673.60382619
1534,117388.079382649
1535,140385.234662775
1536,98494.9451158712
1537,52902.4078512072
1538,170503.507865153
1539,180669.687917206
1540,84320.2395647735
1541,138490.014528944
1542,146762.19664413
1543,207670.740345899
1544,82362.4859942836
1545,113664.166481047
1546,137922.64699028
1547,140238.015623865
1548,139901.491811794
1549,109179.158054463
1550,142202.888182166
1551,94104.9815388047
1552,151687.773276033
1553,153267.471965459
1554,104058.514098369
1555,173065.041145723
1556,86719.6683299738
1557,105224.01806368
1558,116212.099965506
1559,61128.4919256906
1560,137066.296952538
1561,136294.412259203
1562,121125.254167114
1563,117027.866900664
1564,150469.167987125
1565,144886.253968443
1566,240505.21825173
1567,73793.7472772198
1568,255814.923636218
1569,140570.895213143
1570,139601.172094779
1571,120586.037064647
1572,140324.307227458
1573,245037.422643219
1574,98108.2030857377
1575,225843.69853998
1576,233715.40028368
1577,176666.922377426
1578,134841.983233529
1579,154930.153883435
1580,183268.679157407
1581,151707.211779484
1582,144698.090748496
1583,318409.308134898
1584,199887.217889752
1585,140005.474055494
1586,71028.1855384771
1587,100462.271456858
1588,148584.708317753
1589,85251.9708521955
1590,131547.419687617
1591,94484.4121448891
1592,109004.112932093
1593,131115.761404729
1594,129238.85500329
1595,121713.927101825
1596,237249.629984041
1597,179454.268953593
1598,214688.702917176
1599,158869.672292243
1600,162240.645359202
1601,52902.4078512072
1602,115337.783448759
1603,55491.448952923
1604,296006.587701932
1605,238720.829897462
1606,175455.858669841
1607,177875.852201217
1608,215282.934191657
1609,177154.802106247
1610,147346.98978376
1611,137386.652074976
1612,163639.803053014
1613,144078.903087859
1614,123620.996440779
1615,87414.831207383
1616,73793.7472772198
1617,104227.793418898
1618,132864.487237798
1619,139901.491811794
1620,166296.368703941
1621,134719.478763765
1622,149567.935455895
1623,278230.285562986
1624,207392.987139667
1625,126473.852079728
1626,177717.458714965
1627,183955.14929265
1628,280042.440727708
1629,153890.516099014
1630,403347.689629991
1631,227825.129482074
1632,262758.757004081
1633,164659.181855999
1634,165738.000428141
1635,164535.9210249
1636,155755.727206682
1637,198473.967769342
1638,174459.618447963
1639,177790.678878662
1640,252211.09396715
1641,164330.616400213
1642,242554.155425914
1643,224638.508602465
1644,238088.123757807
1645,206927.167205152
1646,167597.598174738
1647,152600.454683046
1648,126792.223775085
1649,133925.04645004
1650,119936.244024716
1651,122379.406669771
1652,82734.5192449355
1653,108081.411329098
1654,152258.029079775
1655,141282.838641363
1656,140005.474055494
1657,155755.727206682
1658,143037.03375603
1659,141554.702410534
1660,155755.727206682
1661,499274.047607462
1662,415302.886626094
1663,382588.00717523
1664,535730.747733808
1665,282432.484490315
1666,326117.061713281
1667,365570.470883611
1668,332954.526985916
1669,256814.584487475
1670,322749.877380923
1671,289798.472243876
1672,499274.047607462
1673,316084.583136995
1674,253186.931857096
1675,186945.962170018
1676,186664.030195206
1677,222064.246275524
1678,499274.047607462
1679,412687.953566419
1680,318023.240000165
1681,253061.413460263
1682,320668.082737311
1683,176004.940735814
1684,172919.156249152
1685,154704.854800079
1686,173622.80692009
1687,166879.949339032
1688,193581.784962394
1689,190890.904923117
1690,193523.04829457
1691,179626.33601341
1692,252373.213437551
1693,170322.67223886
1694,162856.110070214
1695,172201.892983362
1696,276084.936205696
1697,168335.785223232
1698,326453.041103245
1699,321210.640040587
1700,246057.356600293
1701,261674.145810649
1702,246482.438933912
1703,246185.915169185
1704,283086.305326587
1705,251212.585214714
1706,273423.19369324
1707,220398.392693254
1708,203383.889435575
1709,274106.652399511
1710,213928.354641702
1711,303552.915481549
1712,266292.13412423
1713,270997.04187748
1714,218078.853503884
1715,203573.458184005
1716,176579.41293265
1717,153890.516099014
1718,138988.037823355
1719,207456.587491363
1720,257561.313356476
1721,168155.961564902
1722,131115.761404729
1723,148517.522625071
1724,204661.758253462
1725,238870.617688418
1726,193267.720163947
1727,160343.493633906
1728,171164.443142577
1729,145780.229225083
1730,143246.544986903
1731,127464.91789178
1732,130215.571247289
1733,124190.197202157
1734,98079.9155868258
1735,140025.101497725
1736,120006.107066643
1737,273159.510052932
1738,237062.080806351
1739,254596.734433182
1740,242520.072939628
1741,199058.836537784
1742,158401.687070815
1743,157845.867244317
1744,315304.583785834
1745,233360.51505317
1746,192838.592555597
1747,214536.449341695
1748,244724.721368478
1749,142142.387304638
1750,136783.009886879
1751,264539.453932433
1752,118188.706579021
1753,141639.392165121
1754,193151.11474963
1755,159477.606182211
1756,119296.602433276
1757,116994.57986567
1758,145277.10726387
1759,167597.598174738
1760,172946.869514906
1761,145571.791500121
1762,170514.566897638
1763,180586.788365151
1764,127745.501758337
1765,148471.265542572
1766,180410.742426099
1767,237095.906063874
1768,142038.832927288
1769,170231.500491485
1770,150822.551132342
1771,134189.734369558
1772,130242.870079729
1773,122475.619167458
1774,161610.866850834
1775,140650.610031975
1776,123938.13832641
1777,97899.6261243112
1778,138476.696722555
1779,112939.248341932
1780,176506.661369144
1781,125726.847661597
1782,81407.4575389602
1783,143088.873372378
1784,126737.793605962
1785,117738.700992516
1786,158182.647918982
1787,151682.880860334
1788,52902.4078512072
1789,89355.9167421629
1790,95248.998083439
1791,184124.35690796
1792,153283.452853581
1793,145780.751970527
1794,156131.63416727
1795,132390.738386203
1796,133626.535880171
1797,124762.444656248
1798,123521.345001039
1799,119936.244024716
1800,138377.21608206
1801,128030.744992466
1802,141790.702839474
1803,141405.563075985
1804,138982.771093518
1805,141315.730906926
1806,108753.035679029
1807,134742.528407806
